,name,ror_id
1244,Codarts Rotterdam,04vtvrr13
1245,Marnix Academie,03xws5b35
1246,Reformed University of Applied Sciences,02ar29j81
1247,Katholieke Pabo Zwolle,05nrjb178
1248,European Patent Organisation,016vvkz13
1249,Tactus Verslavingszorg,00v0vvh64
1250,Stichting Jij Speelt de Hoofdrol,04yd0my20
1251,Global Flyway Network,04srm5m98
1252,Open Data Infrastructure for Social Science and Economic Innovations,03m8v6t10
1253,Nutreco (Netherlands),05fb2ej88
1254,Natuurmuseum Brabant,04py0zz23
1255,Therabel (Netherlands),040ep5714
1256,Besi (Netherlands),02ws27m94
1257,Curio,00e39jm60
1258,GenomeScan (Netherlands),059ytn208
1259,Eaton (Netherlands),02pspay39
1260,Qu & Co. (Netherlands),05m107x33
1261,International Nemrud Foundation,03asbm106
1262,Harbour BioMed (Netherlands),02e2kms34
1263,Hartwig Medical Foundation,0428k0n93
1264,Tropenbos International,00yvwb080
1265,Center for Personalized Cancer Treatment,00xjcve44
1266,CRV (Netherlands),02w2xzg43
1267,Zuidwester,04bzz3t90
1268,Leidsche Rijn Julius Health Centers,02rx3c188
1269,Natural History Museum Maastricht,0488nj033
1270,Academic Medical Center,03t4gr691
1271,National Aerospace Laboratory,022sw4578
1272,Deltares,01deh9c76
1273,Erasmus University Rotterdam,057w15z03
1274,University of Amsterdam,04dkp9463
1275,University Medical Center Utrecht,0575yy874
1276,Biomedical Primate Research Centre,02ahxbh87
1277,Royal Tropical Institute,01z6bgg93
1278,Kema International (Netherlands),027b0sp52
1279,Microsoft (Netherlands),01x21tj82
1280,Netherlands Federation of University Medical Centres,02dm2pb39
1281,HAS University of Applied Sciences,05p706d77
1282,NHTV Breda University of Applied Sciences,04mfj5474
1283,Nyenrode Business University,018528593
1284,De Nederlandsche Bank,02fabx761
1285,Ziekenhuis Rivierenland,03xwgfg33
1286,United Nations University – Maastricht Economic and Social Research Institute on Innovation and Technology,053zwxr79
1287,Amsterdam University College,03dpjfc73
1288,Amsterdam University of the Arts,04dde1554
1289,Stenden University of Applied Sciences,026xbkx09
1290,Karakter,044jw3g30
1291,ArtEZ Institute of the Arts,05az93f25
1292,Education Council,04w3ppj64
1293,Kennemer Gasthuis,05d7whc82
1294,Aegon (Netherlands),04vxpm374
1295,Maastricht University Medical Centre,02d9ce178
1296,Canisius-Wilhelmina Ziekenhuis,027vts844
1297,Catharina Ziekenhuis,01qavk531
1298,Deventer Ziekenhuis,05w8df681
1299,De Wever-Ziekenhuis,0285m5c69
1300,Máxima Medisch Centrum,02x6rcb77
1301,Ziekenhuis Gelderse Vallei,03862t386
1302,Gelre Hospitals,05275vm15
1303,Streekziekenhuis Koningin Beatrix,02vn5as77
1304,Reinier de Graaf Hospital,00wkhef66
1305,Rijnstate Hospital,0561z8p38
1306,St Clara Hospital,05qfq7p37
1307,Zaans Medisch Centrum,0331x8t04
1308,Royal Dutch Kentalis,0175ya539
1309,Stichting Epilepsie Instellingen Nederland,051ae7717
1310,Netherlands Forensic Institute,04s2z4291
1311,Netherlands Institute for Neuroscience,05csn2x06
1312,Nederlands Instituut Voor Zuivel Oonderzoek,05ddg7v64
1313,Netherlands Pharmacovigilance Centre Lareb,04fp8ns78
1314,National Institute for Subatomic Physics,00f9tz983
1315,Papageno Foundation,05dyc0249
1316,ACS Biomarker (Netherlands),01fg04993
1317,Bouwcentrum (Netherlands),04eaqk971
1318,Bumaga (Netherlands),04qktt137
1319,Bio-Prodict (Netherlands),05ka98816
1320,Thermo Fisher Scientific (Netherlands),01139ec29
1321,Netherlands Controlling Authority for Milk and Milk Products,05sej3528
1322,Crisisplan,028gmb220
1323,CertiFlyer (Netherlands),02tzpx885
1324,E-Connection,05gjytt71
1325,E-Semble (Netherlands),03nygzm95
1326,ETC International,00d8t8t88
1327,"European Bureau of Library, Information and Documentation Associations",02qx3jt37
1328,Fujifilm (Netherlands),05b6fta51
1329,European Institute of Public Administration,014tp7304
1330,European Network for Cyber Security,0584wbt59
1331,Hycult Biotech (Netherlands),044j1gb67
1332,Environmental Analysis and Remote Sensing (Netherlands),00z443178
1333,Van Putten-Gas Energy Observatory (Netherlands),02caxje77
1334,Insulcon (Netherlands),03dwnrz57
1335,KE-Works (Netherlands),018x1vg82
1336,Librt (Netherlands),00yhce098
1337,Netherlands Food and Consumer Product Safety Authority,03v2e2v10
1338,Koppert (Netherlands),02dnajs12
1339,Machinefabriek Otto Schouten (Netherlands),05dmmmj28
1340,Ministry of Security and Justice,04nzhmg91
1341,Essent (Netherlands),042a0mn98
1342,MicroDish (Netherlands),003srnj92
1343,Microflown Technologies (Netherlands),04v9sac23
1344,Mierij Meteo,04g934a02
1345,PathoFinder (Netherlands),039je2z22
1346,Future Electronics (Netherlands),02sh10804
1347,Qserve Group (Netherlands),0235cda14
1348,Sappi (Netherlands),03m033p80
1349,STC Group (Netherlands),02r6y1x03
1350,Center for Technology & Innovation Management,041deym60
1351,SMST Designers & Constructors (Netherlands),002sayz20
1352,European Rail Research Institute,02za9ff59
1353,Dedicon,044jjd544
1354,Netherlands Institute for Social Research,04tagjk85
1355,Internet Memory Foundation,04pys4598
1356,Technology Foundation STW,057tq3593
1357,Waste,03vgpfk89
1358,Tauw Group (Netherlands),00h4fan47
1359,Tennet (Netherlands),02dyts510
1360,Wärtsilä (Netherlands),02yeqtv37
1361,eLEAF (Netherlands),05ggndd89
1362,IHE Delft Institute for Water Education,030deh410
1363,Addcomp (Netherlands),0081r6c67
1364,Tata Steel (Netherlands),00925cq50
1365,Infor (Netherlands),00cp8tk34
1366,Danone (Netherlands),01c5aqt35
1367,The Coatinc Company (Netherlands),02ps9at23
1368,ASML (Netherlands),01vxknj13
1369,Buck Consultants International,008wfp513
1370,Capgemini (Netherlands),03amxdk57
1371,Gemeente Den Haag,03w387231
1372,German Dutch Wind Tunnels,05vwbz082
1373,SGS (Netherlands),0171vtm86
1374,LioniX (Netherlands),00k8nkz10
1375,Dynniq (Netherlands),05edwfq62
1376,Jan de Rijk Logistics (Netherlands),0313r6y71
1377,Joint Institute for VLBI ERIC,006dmc180
1378,KeyGene (Netherlands),02zz2nb17
1379,Panteia,00p5j4e25
1380,National Library of the Netherlands,02w4jbg70
1381,Korps Landelijke Politiediensten,01trfzy92
1382,Nedstack fuel cell technology (Netherlands),01ctvj234
1383,Cultural Heritage Agency of Netherlands,01rxwr703
1384,Ministry of Infrastructure and the Environment,056a6x975
1385,Ministry of Health Welfare and Sport,041evnj42
1386,Ministry of the Interior and Kingdom Relations,01at1x128
1387,Re/genT (Netherlands),036nz4295
1388,Science and Technology Corporation (Netherlands),050regf97
1389,Kennisland,030bzfc32
1390,TuBerculosis Vaccine Initiative,01hb96w20
1391,Vilentum University of applied sciences,01xpgs822
1392,SupraPolix (Netherlands),01cmxpj21
1393,Nederlandse Spoorwegen,01024mn06
1394,Rijk Zwaan (Netherlands),00dzkep57
1395,Sylics (Netherlands),003eebv14
1396,TIE Kinetix (Netherlands),00zbvyk98
1397,Uniresearch,0547fcp84
1398,Maastro Clinic,059wkzj26
1399,European Neuro Muscular Centre,02babdz45
1400,Inter-Psy,03yew7168
1401,HealthNet TPO,0088fqs38
1402,GGZ Drenthe,0107rkg57
1403,Netherlands Institute for the Study of Crime and Law Enforcement,03124pm05
1404,Netherlands Comprehensive Cancer Organisation,03g5hcd33
1405,NTI University,025gshh98
1406,Brainport (Netherlands),0481b2b62
1407,Artemis One Health Research Foundation,00g4f6p58
1408,Prodrive Technologies (Netherlands),01zhpc307
1409,Biogen (Netherlands),01p0nd878
1410,AstraZeneca (Netherlands),021tmn508
1411,Hovon,056kpdx27
1412,European Society for Blood and Marrow Transplantation,014wq8057
1413,Ipsen (Netherlands),026jmga48
1414,Pharming Group (Netherlands),0233s3730
1415,Werkgroep Immunotherapie Nederland voor Oncologie,001crv456
1416,Westfriesgasthuis,0405b3553
1417,The Hague University of Applied Sciences,021zvq422
1418,Via Vinci Academy,026rmnx29
1419,Fons Vitae Lyceum,01p232496
1420,Centre for BioSystems Genomics,02j7y6936
1421,Fryske Akademy,05fcmfe52
1422,CSG Centre for Society and the Life Sciences,00pavee11
1423,Cito (Netherlands),04j4mc084
1424,Marecollege,03pdfag88
1425,Hazenberg Archeologie (Netherlands),01h1amn32
1426,HAN University of Applied Sciences,0500gea42
1427,Meertens Institute,05kaxyq51
1428,Huizinga Instituut,03wyamy27
1429,Q Free (Netherlands),03xw8f892
1430,Dacom (Netherlands),041n69t03
1431,Dutch Inspectorate of Education,05x74wc07
1432,International Institute of Social History,05dq4pp56
1433,Bertrand Russell College,002g6sj22
1434,Friesland College,02fq0hm69
1435,Roosevelt Study Center,05ck1h211
1436,Netherlands Institute for Advanced Study in the Humanities and Social Sciences,04z3wz653
1437,Bonaventuracollege,03nk3sc73
1438,Stichting Cultureel Erfgoed Zeeland,03a4a4y95
1439,Tropenmuseum,00r7zrn27
1440,National Museum of Ethnology,01xt0a511
1441,Windesheim Flevoland,036k3ee35
1442,Rotterdam University of Applied Sciences,0481e1q24
1443,TNO Management Consultants,03nawc604
1444,Joint Research Centre,05wzskb47
1445,UNStudio,05ngf5n66
1446,Sint Maartenskliniek,0454gfp30
1447,Netherlands Enterprise Agency,00mvd2t81
1448,Top Institute Pharma,01qmxzb47
1449,Stichting MS Research,00qeet526
1450,Prinses Beatrix Spierfonds,0011f2t53
1451,Nederlandse Brandwonden Stichting,01fz2rj87
1452,DOEN Foundation,03752z258
1453,Zorginstituut Nederland,038b4c997
1454,Spinoza Centre for Neuroimaging,05kgbsy64
1455,Gratama Stichting,0151rzq22
1456,Huisman (Netherlands),0372zyg05
1457,Oranje Fonds,00xvwyc81
1458,ODAS Stichting,03ye15z82
1459,Stichting tot Steun VCVGZ,05yh1h167
1460,Stichting Vrienden Beatrix Kinderziekenhuis,00vh82m49
1461,Tekke Huizinga Fonds,04jhza748
1462,A Sister's Hope,03dm55k03
1463,Bracco (Netherlands),00yxram96
1464,Hitachi (Netherlands),03fkhh366
1465,Eurofins (Netherlands),01fx1d378
1466,Boskalis (Netherlands),01w4ggt72
1467,Becton Dickinson (Netherlands),03qdj6986
1468,Promens Care,01hnq0310
1469,Topcon (Netherlands),05xjn4769
1470,Lung Foundation Netherlands,04gmab760
1471,Long Fonds,00ddgbf74
1472,Prins Bernhard Cultuurfonds,05j159997
1473,Stichting Achmea Slachtoffer en Samenleving,033hwwn95
1474,ALK-Abelló (Netherlands),022w0b336
1475,Stichting Kinderpostzegels Nederland,01dq08926
1476,Nederlandse Hoofdpijn Vereniging,044s3bf07
1477,Stryker (Netherlands),02nwyam20
1478,Princess Máxima Center,02aj7yc53
1479,A-SKIN (Netherlands),050782b52
1480,A.S. Watson (Netherlands),030nx8440
1481,Archipel Zorggroep (Netherlands),04m55rk62
1482,Academic Center for Evidence-Based Sports Medicine,017ecm653
1483,Radiotherapie Groep,048338z54
1484,Stichting De Opbouw,01jrsap74
1485,Stichting Artrose Zorg,00dfdhy47
1486,Embedded Fitness (Netherlands),03g9a1538
1487,Dentaid (Netherlands),043mdy139
1488,Hemics (Netherlands),02s8ewa53
1489,Royal Dutch Athletics Federation,01qyj3s68
1490,Atria,03n243a44
1491,Dialyse Centrum Groningen,022nxqs47
1492,Erfelijke Stofwisselingsziekten Nederland,05k9gkx37
1493,Avans+,003meye08
1494,Dokter Izak Wessel Stichting,01a2crk92
1495,GGNet,041g5fr04
1496,Dokter Wittenberg Stichting,007sjwq14
1497,Amsterdam Institute for Addiction Research,022gvqh28
1498,Dutch Colorectal Cancer Group,00nsb1162
1499,Bavo Stichting Heemstede,00zbyrh97
1500,Dystonie Vereniging,03bz8z424
1501,Stichting Bergh in het Zadel,009v0hs75
1502,Fietsersbond,05hcyxs26
1503,Zimmer Biomet (Netherlands),034k8cv93
1504,Geriant,01xazqf25
1505,Fonds voor het Hart,00ysd3163
1506,Robuust,01nsg2f90
1507,Bristol-Myers Squibb (Netherlands),00354aw77
1508,GGZ Westelijk Noord-Brabant,03ph8dz38
1509,GlaxoSmithKline (Netherlands),05atcw115
1510,Janivo Stichting,04e65y578
1511,Nefrovisie,03y974j42
1512,Food & Nutrition,04wpjg525
1513,Fyzzio (Netherlands),004xe4a74
1514,Haemonetics (Netherlands),01bcv2838
1515,Health Holland,056cwr036
1516,Cornelia-Stichting,054d83h93
1517,Kliniek voor Parodontologie Rotterdam,01mgbxm56
1518,Natuur- en GezondheidsProducten Nederland,00gtzdm25
1519,Royal Dutch Lawn Tennis Federation,02jhjfr59
1520,Medimate (Netherlands),04p56b975
1521,Merem,03en95y37
1522,Nederlandse Vereniging voor Heelkunde,04dm9th67
1523,Innopastry (Netherlands),03c8kfz86
1524,Phelps Stichting voor Spastici,0230gcj41
1525,InSpine,04qnj3s85
1526,Lelie Zorggroep,038kt0m24
1527,Nijmegen Institute for Scientist Practitioners in Addiction,01ydthg97
1528,MS4 Research Institute,00mptwf92
1529,Noordwest Ziekenhuisgroep,00bc64s87
1530,Multiple Sclerose Vereniging Nederland,0182mv832
1531,Polyganics (Netherlands),021hkh665
1532,LINK (Netherlands),05eqpm581
1533,Stichting Artsenlaboratorium en Trombosedienst,00xe2gs46
1534,Proteion,035thvx71
1535,Psychotherapy & Movement,02nr63q87
1536,Sint Maartenskliniek,042yqf226
1537,IVO Addiction Research Institute,03w498803
1538,Stichting Afasie Nederland,02xqfym19
1539,SilverFit (Netherlands),054svy457
1540,SIR Institute for Pharmacy Practice and Policy,04prjvw86
1541,AO Nederland,0540d1y92
1542,Spieren voor Spieren,01d22zt92
1543,Stichting ALS Nederland,04gffpy86
1544,SPRINT,01jbeyb43
1545,Stichting Stoffels-Hornstra,05qg0fx21
1546,TeamAlert,04qc37m11
1547,Sport Medisch Centrum Papendal,02wmkpz59
1548,Rijnlands Revalidatie Centrum,059gavv29
1549,RINO Zuid,030zk4850
1550,Teva Pharmaceuticals (Netherlands),02s6t9r74
1551,Brijder,04whgpk43
1552,Stichting Zorgondersteuningsfonds,01k2ap794
1553,Stichting Emmafonds,00qmvv685
1554,Stichting Gezondheidscentra Eindhoven,02cwrcd13
1555,Stichting Vrienden van het Hart,0029ghb74
1556,Stichting HemoBase,00x5ydx53
1557,Stichting Kenniscentrum Dementie op Jonge Leeftijd,010xsbj02
1558,Dutch Health Care Inspectorate,03qdk1w56
1559,Stichting LOOP,0479zah75
1560,Vereniging Nederland-Davos,001edkr35
1561,Vereniging van Zorgaanbieders voor Zorgcommunicatie,05beaz940
1562,Wantveld,013e4mp15
1563,Stichting Weeshuis der Doopsgezinden,02r0jj466
1564,UCB Pharma (Netherlands),04gca2h74
1565,Stofberg Preventie & Coaching,01nxgpa50
1566,Umenz (Netherlands),0013dpg50
1567,Willem Meindert de Hoop Stichting,05k3cv262
1568,Vitromics (Netherlands),00af9q554
1569,Stichting Physico,00g715g80
1570,Zorgverzekeraars Nederland,042v6ch48
1571,Yulius,03jftj094
1572,ZZG zorggroep,053ad7843
1573,Werkgoed (Netherlands),05nxrmr92
1574,Rugpoli,02w1dxn42
1575,TIAS School for Business and Society,03q7ay915
1576,Netherlands Institute of International Relations Clingendael,04vbm7a71
1577,Netherlands Institute for Multiparty Democracy,04syg0e16
1578,International Commission for the Hydrology of the Rhine Basin,04fc1vj20
1579,Advanced Research Center for Nanolithography (Netherlands),04xe7ws48
1580,QuTech,04wf30j82
1581,Health Action International,0229rjp19
1582,Rijksmuseum,006wjwp03
1583,Prexton Therapeutics (Netherlands),02kras730
1584,Exor (Netherlands),04nzfkq05
1585,Cordis Automation (Netherlands),05vft1j67
1586,Nectaerra,0072ngz93
1587,Dutch Art Institute,023p2b446
1588,ISTEQ (Netherlands),00r2sd878
1589,Unilever Foods Innovation Centre,04nq8gx07
1590,Politieacademie,01htwz965
1591,KPMG (Netherlands),03xvagj73
1592,Delta Institute for Theoretical Physics,01yx4wq53
1593,Amsterdam University Medical Centers,05grdyy37
1594,HZPC (Netherlands),03v44jk32
1595,Port of Moerdijk,00nhmr817
1596,Scalda,01dcz6f16
1597,GreyNet International,01pxfxj80
1598,Brightlands Materials Center,0360ybs31
1599,Scionix (Netherlands),04z3q6371
1600,Dutch Butterfly Conservation,01yt2j759
1601,Dutch Institute for Clinical Auditing,014stvx20
1602,Single Cell Discoveries (Netherlands),00v50wt26
1603,Centrum voor Gynaecologische Oncologie Amsterdam,03sxzz606
1604,Dutch Heart Registry,01eh42f79
1605,Joep Lange Institute,01cgvw868
1606,Atos (Netherlands),04ve2jr14
1607,National Health Care Institute,000kng648
1608,Rotterdam Stroke Service,0232dj695
1609,OMERACT Patient Research Partner Network,04b4r9r69
1610,ERN GUARD-Heart,055s7a943
1611,De Bastei,04y2aw426
