,name,types,country,aliases,addresses,email_address,ror_id
1197,Zambon (Netherlands),['Company'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.172608, 'lng': 5.422168, 'state': None, 'state_code': None, 'city': 'Amersfoort', 'geonames_city': {'id': 2759821, 'city': 'Amersfoort', 'geonames_admin1': {'name': 'Utrecht', 'id': 2745909, 'ascii_name': 'Utrecht', 'code': 'NL.09'}, 'geonames_admin2': {'name': 'Gemeente Amersfoort', 'id': 2759820, 'ascii_name': 'Gemeente Amersfoort', 'code': 'NL.09.0307'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Utrecht', 'code': 'NL31'}, 'nuts_level3': {'name': 'Utrecht', 'code': 'NL310'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,03m1gem82
1198,Novamedia (Netherlands),['Company'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.357294, 'lng': 4.872471, 'state': None, 'state_code': None, 'city': 'Amsterdam', 'geonames_city': {'id': 2759794, 'city': 'Amsterdam', 'geonames_admin1': {'name': 'North Holland', 'id': 2749879, 'ascii_name': 'North Holland', 'code': 'NL.07'}, 'geonames_admin2': {'name': 'Gemeente Amsterdam', 'id': 2759793, 'ascii_name': 'Gemeente Amsterdam', 'code': 'NL.07.0363'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Noord-Holland', 'code': 'NL32'}, 'nuts_level3': {'name': 'Groot-Amsterdam', 'code': 'NL326'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,014epsm02
1199,Zorggroep Solis,['Other'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.258827, 'lng': 6.214188, 'state': None, 'state_code': None, 'city': 'Deventer', 'geonames_city': {'id': 2756987, 'city': 'Deventer', 'geonames_admin1': {'name': 'Overijssel', 'id': 2748838, 'ascii_name': 'Overijssel', 'code': 'NL.15'}, 'geonames_admin2': {'name': 'Gemeente Deventer', 'id': 2756986, 'ascii_name': 'Gemeente Deventer', 'code': 'NL.15.0150'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'OOST-NEDERLAND', 'code': 'NL2'}, 'nuts_level2': {'name': 'Overijssel', 'code': 'NL21'}, 'nuts_level3': {'name': 'Zuidwest-Overijssel', 'code': 'NL212'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,05m0fyt06
1200,Vrienden WKZ,['Nonprofit'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.086058, 'lng': 5.179598, 'state': None, 'state_code': None, 'city': 'Utrecht', 'geonames_city': {'id': 2745912, 'city': 'Utrecht', 'geonames_admin1': {'name': 'Utrecht', 'id': 2745909, 'ascii_name': 'Utrecht', 'code': 'NL.09'}, 'geonames_admin2': {'name': 'Gemeente Utrecht', 'id': 2745911, 'ascii_name': 'Gemeente Utrecht', 'code': 'NL.09.0344'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Utrecht', 'code': 'NL31'}, 'nuts_level3': {'name': 'Utrecht', 'code': 'NL310'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,024gr4122
1201,Dokter Bosman,['Healthcare'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.144858, 'lng': 5.352826, 'state': None, 'state_code': None, 'city': 'Amersfoort', 'geonames_city': {'id': 2759821, 'city': 'Amersfoort', 'geonames_admin1': {'name': 'Utrecht', 'id': 2745909, 'ascii_name': 'Utrecht', 'code': 'NL.09'}, 'geonames_admin2': {'name': 'Gemeente Amersfoort', 'id': 2759820, 'ascii_name': 'Gemeente Amersfoort', 'code': 'NL.09.0307'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Utrecht', 'code': 'NL31'}, 'nuts_level3': {'name': 'Utrecht', 'code': 'NL310'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,04swy5694
1202,Bouman GGZ,['Healthcare'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 51.9186405, 'lng': 4.530693, 'state': None, 'state_code': None, 'city': 'Rotterdam', 'geonames_city': {'id': 2747891, 'city': 'Rotterdam', 'geonames_admin1': {'name': 'South Holland', 'id': 2743698, 'ascii_name': 'South Holland', 'code': 'NL.11'}, 'geonames_admin2': {'name': 'Gemeente Rotterdam', 'id': 2747890, 'ascii_name': 'Gemeente Rotterdam', 'code': 'NL.11.0599'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Zuid-Holland', 'code': 'NL33'}, 'nuts_level3': {'name': 'Groot-Rijnmond', 'code': 'NL339'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,018hhzz02
1203,Interuniversity Graduate School of Psychometrics and Sociometrics,['Other'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 53.2232788, 'lng': 6.5570705, 'state': None, 'state_code': None, 'city': 'Groningen', 'geonames_city': {'id': 2755251, 'city': 'Groningen', 'geonames_admin1': {'name': 'Groningen', 'id': 2755249, 'ascii_name': 'Groningen', 'code': 'NL.04'}, 'geonames_admin2': {'name': 'Gemeente Groningen', 'id': 2755250, 'ascii_name': 'Gemeente Groningen', 'code': 'NL.04.0014'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'NOORD-NEDERLAND', 'code': 'NL1'}, 'nuts_level2': {'name': 'Groningen', 'code': 'NL11'}, 'nuts_level3': {'name': 'Overig Groningen', 'code': 'NL113'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,02j3yct66
1204,DWA (Netherlands),['Company'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.068429, 'lng': 4.753512, 'state': None, 'state_code': None, 'city': 'Bodegraven', 'geonames_city': {'id': 2758765, 'city': 'Bodegraven', 'geonames_admin1': {'name': 'South Holland', 'id': 2743698, 'ascii_name': 'South Holland', 'code': 'NL.11'}, 'geonames_admin2': {'name': 'Bodegraven-Reeuwijk', 'id': 8260050, 'ascii_name': 'Bodegraven-Reeuwijk', 'code': 'NL.11.1901'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Zuid-Holland', 'code': 'NL33'}, 'nuts_level3': {'name': 'Oost-Zuid-Holland', 'code': 'NL338'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,04d42nn29
1205,Institute for European Energy and Climate Policy,['Nonprofit'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.062564, 'lng': 4.245615, 'state': None, 'state_code': None, 'city': 'The Hague', 'geonames_city': {'id': 2747373, 'city': 'The Hague', 'geonames_admin1': {'name': 'South Holland', 'id': 2743698, 'ascii_name': 'South Holland', 'code': 'NL.11'}, 'geonames_admin2': {'name': 'Gemeente Den Haag', 'id': 2747372, 'ascii_name': 'Gemeente Den Haag', 'code': 'NL.11.0518'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Zuid-Holland', 'code': 'NL33'}, 'nuts_level3': {'name': ""Agglomeratie 's-Gravenhage"", 'code': 'NL332'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,00j210205
1206,Institute for Programming research and Algorithmics,['Education'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 51.435645, 'lng': 5.474571, 'state': None, 'state_code': None, 'city': 'Eindhoven', 'geonames_city': {'id': 2756253, 'city': 'Eindhoven', 'geonames_admin1': {'name': 'North Brabant', 'id': 2749990, 'ascii_name': 'North Brabant', 'code': 'NL.06'}, 'geonames_admin2': {'name': 'Gemeente Eindhoven', 'id': 2756252, 'ascii_name': 'Gemeente Eindhoven', 'code': 'NL.06.0772'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'ZUID-NEDERLAND', 'code': 'NL4'}, 'nuts_level2': {'name': 'Noord-Brabant', 'code': 'NL41'}, 'nuts_level3': {'name': 'Zuidoost-Noord-Brabant', 'code': 'NL414'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,04jxbkz90
1207,Nederlands Instituut voor Lastechniek,['Other'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.046313, 'lng': 4.482521, 'state': None, 'state_code': None, 'city': 'Zoetermeer', 'geonames_city': {'id': 2743856, 'city': 'Zoetermeer', 'geonames_admin1': {'name': 'South Holland', 'id': 2743698, 'ascii_name': 'South Holland', 'code': 'NL.11'}, 'geonames_admin2': {'name': 'Gemeente Zoetermeer', 'id': 2743855, 'ascii_name': 'Gemeente Zoetermeer', 'code': 'NL.11.0637'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Zuid-Holland', 'code': 'NL33'}, 'nuts_level3': {'name': ""Agglomeratie 's-Gravenhage"", 'code': 'NL332'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,04132ev69
1208,New Energy Coalition,['Other'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 53.221068, 'lng': 6.57402, 'state': None, 'state_code': None, 'city': 'Groningen', 'geonames_city': {'id': 2755251, 'city': 'Groningen', 'geonames_admin1': {'name': 'Groningen', 'id': 2755249, 'ascii_name': 'Groningen', 'code': 'NL.04'}, 'geonames_admin2': {'name': 'Gemeente Groningen', 'id': 2755250, 'ascii_name': 'Gemeente Groningen', 'code': 'NL.04.0014'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'NOORD-NEDERLAND', 'code': 'NL1'}, 'nuts_level2': {'name': 'Groningen', 'code': 'NL11'}, 'nuts_level3': {'name': 'Overig Groningen', 'code': 'NL113'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,03rtrf513
1209,Radiocommunications Agency,['Government'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 53.212494, 'lng': 6.56062, 'state': None, 'state_code': None, 'city': 'Groningen', 'geonames_city': {'id': 2755251, 'city': 'Groningen', 'geonames_admin1': {'name': 'Groningen', 'id': 2755249, 'ascii_name': 'Groningen', 'code': 'NL.04'}, 'geonames_admin2': {'name': 'Gemeente Groningen', 'id': 2755250, 'ascii_name': 'Gemeente Groningen', 'code': 'NL.04.0014'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'NOORD-NEDERLAND', 'code': 'NL1'}, 'nuts_level2': {'name': 'Groningen', 'code': 'NL11'}, 'nuts_level3': {'name': 'Overig Groningen', 'code': 'NL113'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,00jmt8d06
1210,Wageningen University & Research,['Education'],"{'country_name': 'Netherlands', 'country_code': 'NL'}","['Wageningen University and Research Centre', 'Wageningen Universiteit en Researchcentrum']","[{'lat': 51.984754, 'lng': 5.665749, 'state': None, 'state_code': None, 'city': 'Wageningen', 'geonames_city': {'id': 2745088, 'city': 'Wageningen', 'geonames_admin1': {'name': 'Gelderland', 'id': 2755634, 'ascii_name': 'Gelderland', 'code': 'NL.03'}, 'geonames_admin2': {'name': 'Gemeente Wageningen', 'id': 2745087, 'ascii_name': 'Gemeente Wageningen', 'code': 'NL.03.0289'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'OOST-NEDERLAND', 'code': 'NL2'}, 'nuts_level2': {'name': 'Gelderland', 'code': 'NL22'}, 'nuts_level3': {'name': 'Veluwe', 'code': 'NL221'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,04qw24q55
1211,Utrecht University,['Education'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",['Rijksuniversiteit Utrecht'],"[{'lat': 52.090165, 'lng': 5.122601, 'state': 'Utrecht', 'state_code': 'NL-UT', 'city': 'Utrecht', 'geonames_city': {'id': 2745912, 'city': 'Utrecht', 'geonames_admin1': {'name': 'Utrecht', 'id': 2745909, 'ascii_name': 'Utrecht', 'code': 'NL.09'}, 'geonames_admin2': {'name': 'Gemeente Utrecht', 'id': 2745911, 'ascii_name': 'Gemeente Utrecht', 'code': 'NL.09.0344'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Utrecht', 'code': 'NL31'}, 'nuts_level3': {'name': 'Utrecht', 'code': 'NL310'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,04pp8hn57
1212,University of Twente,['Education'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.242736, 'lng': 6.853264, 'state': 'Overijssel', 'state_code': 'NL-OV', 'city': 'Enschede', 'geonames_city': {'id': 2756071, 'city': 'Enschede', 'geonames_admin1': {'name': 'Overijssel', 'id': 2748838, 'ascii_name': 'Overijssel', 'code': 'NL.15'}, 'geonames_admin2': {'name': 'Gemeente Enschede', 'id': 2756070, 'ascii_name': 'Gemeente Enschede', 'code': 'NL.15.0153'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'OOST-NEDERLAND', 'code': 'NL2'}, 'nuts_level2': {'name': 'Overijssel', 'code': 'NL21'}, 'nuts_level3': {'name': 'Twente', 'code': 'NL213'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,006hf6230
1213,Leiden University Medical Center,['Healthcare'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.165833, 'lng': 4.4775, 'state': None, 'state_code': None, 'city': 'Leiden', 'geonames_city': {'id': 2751773, 'city': 'Leiden', 'geonames_admin1': {'name': 'South Holland', 'id': 2743698, 'ascii_name': 'South Holland', 'code': 'NL.11'}, 'geonames_admin2': {'name': 'Gemeente Leiden', 'id': 2751772, 'ascii_name': 'Gemeente Leiden', 'code': 'NL.11.0546'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Zuid-Holland', 'code': 'NL33'}, 'nuts_level3': {'name': 'Agglomeratie Leiden en Bollenstreek', 'code': 'NL337'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,05xvt9f17
1214,Royal Netherlands Institute for Sea Research,['Facility'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",['Royal NIOZ'],"[{'lat': 53.003392, 'lng': 4.785916, 'state': None, 'state_code': None, 'city': 'Den Burg', 'geonames_city': {'id': 2757244, 'city': 'Den Burg', 'geonames_admin1': {'name': 'North Holland', 'id': 2749879, 'ascii_name': 'North Holland', 'code': 'NL.07'}, 'geonames_admin2': {'name': 'Gemeente Texel', 'id': 2746383, 'ascii_name': 'Gemeente Texel', 'code': 'NL.07.0448'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Noord-Holland', 'code': 'NL32'}, 'nuts_level3': {'name': 'Kop van Noord-Holland', 'code': 'NL321'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,01gntjh03
1215,Tilburg University,['Education'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 51.563805, 'lng': 5.042573, 'state': 'Noord-Brabant', 'state_code': 'NL-NB', 'city': 'Tilburg', 'geonames_city': {'id': 2746301, 'city': 'Tilburg', 'geonames_admin1': {'name': 'North Brabant', 'id': 2749990, 'ascii_name': 'North Brabant', 'code': 'NL.06'}, 'geonames_admin2': {'name': 'Gemeente Tilburg', 'id': 2746300, 'ascii_name': 'Gemeente Tilburg', 'code': 'NL.06.0855'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'ZUID-NEDERLAND', 'code': 'NL4'}, 'nuts_level2': {'name': 'Noord-Brabant', 'code': 'NL41'}, 'nuts_level3': {'name': 'Midden-Noord-Brabant', 'code': 'NL412'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,04b8v1s79
1216,Nuclear Research and Consultancy Group,['Company'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.785802, 'lng': 4.675223, 'state': None, 'state_code': None, 'city': 'Petten', 'geonames_city': {'id': 2748631, 'city': 'Petten', 'geonames_admin1': {'name': 'North Holland', 'id': 2749879, 'ascii_name': 'North Holland', 'code': 'NL.07'}, 'geonames_admin2': {'name': 'Gemeente Schagen', 'id': 2747719, 'ascii_name': 'Gemeente Schagen', 'code': 'NL.07.0441'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Noord-Holland', 'code': 'NL32'}, 'nuts_level3': {'name': 'Kop van Noord-Holland', 'code': 'NL321'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,034b4g685
1217,Saxion University of Applied Sciences,['Education'],"{'country_name': 'Netherlands', 'country_code': 'NL'}","['Hogeschool Enschede', 'Hogeschool IJselland']","[{'lat': 52.2203, 'lng': 6.8864, 'state': None, 'state_code': None, 'city': 'Enschede', 'geonames_city': {'id': 2756071, 'city': 'Enschede', 'geonames_admin1': {'name': 'Overijssel', 'id': 2748838, 'ascii_name': 'Overijssel', 'code': 'NL.15'}, 'geonames_admin2': {'name': 'Gemeente Enschede', 'id': 2756070, 'ascii_name': 'Gemeente Enschede', 'code': 'NL.15.0153'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'OOST-NEDERLAND', 'code': 'NL2'}, 'nuts_level2': {'name': 'Overijssel', 'code': 'NL21'}, 'nuts_level3': {'name': 'Twente', 'code': 'NL213'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,005t9n460
1218,European Association for Biometrics,['Nonprofit'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.28628, 'lng': 5.157602, 'state': None, 'state_code': None, 'city': 'Naarden', 'geonames_city': {'id': 2750521, 'city': 'Naarden', 'geonames_admin1': {'name': 'North Holland', 'id': 2749879, 'ascii_name': 'North Holland', 'code': 'NL.07'}, 'geonames_admin2': {'name': 'Gooise Meren', 'id': 11189015, 'ascii_name': 'Gooise Meren', 'code': 'NL.07.1942'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Utrecht', 'code': 'NL31'}, 'nuts_level3': {'name': 'Utrecht', 'code': 'NL310'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,03aeskr81
1219,Stichting Hester,['Other'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.086907, 'lng': 4.368356, 'state': None, 'state_code': None, 'city': 'The Hague', 'geonames_city': {'id': 2747373, 'city': 'The Hague', 'geonames_admin1': {'name': 'South Holland', 'id': 2743698, 'ascii_name': 'South Holland', 'code': 'NL.11'}, 'geonames_admin2': {'name': 'Gemeente Den Haag', 'id': 2747372, 'ascii_name': 'Gemeente Den Haag', 'code': 'NL.11.0518'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Zuid-Holland', 'code': 'NL33'}, 'nuts_level3': {'name': ""Agglomeratie 's-Gravenhage"", 'code': 'NL332'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,01sy7jy68
1220,Dutch Institute for Alcohol Policy,['Facility'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.10316, 'lng': 5.114055, 'state': None, 'state_code': None, 'city': 'Utrecht', 'geonames_city': {'id': 2745912, 'city': 'Utrecht', 'geonames_admin1': {'name': 'Utrecht', 'id': 2745909, 'ascii_name': 'Utrecht', 'code': 'NL.09'}, 'geonames_admin2': {'name': 'Gemeente Utrecht', 'id': 2745911, 'ascii_name': 'Gemeente Utrecht', 'code': 'NL.09.0344'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Utrecht', 'code': 'NL31'}, 'nuts_level3': {'name': 'Utrecht', 'code': 'NL310'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,05bpzf670
1221,Teylers Museum,['Archive'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.381146, 'lng': 4.640185, 'state': None, 'state_code': None, 'city': 'Haarlem', 'geonames_city': {'id': 2755003, 'city': 'Haarlem', 'geonames_admin1': {'name': 'North Holland', 'id': 2749879, 'ascii_name': 'North Holland', 'code': 'NL.07'}, 'geonames_admin2': {'name': 'Gemeente Haarlem', 'id': 2755002, 'ascii_name': 'Gemeente Haarlem', 'code': 'NL.07.0392'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Noord-Holland', 'code': 'NL32'}, 'nuts_level3': {'name': 'Agglomeratie Haarlem', 'code': 'NL324'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,01f0ym620
1222,The Hague Centre for Strategic Studies,['Facility'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.08139, 'lng': 4.309293, 'state': None, 'state_code': None, 'city': 'The Hague', 'geonames_city': {'id': 2747373, 'city': 'The Hague', 'geonames_admin1': {'name': 'South Holland', 'id': 2743698, 'ascii_name': 'South Holland', 'code': 'NL.11'}, 'geonames_admin2': {'name': 'Gemeente Den Haag', 'id': 2747372, 'ascii_name': 'Gemeente Den Haag', 'code': 'NL.11.0518'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Zuid-Holland', 'code': 'NL33'}, 'nuts_level3': {'name': ""Agglomeratie 's-Gravenhage"", 'code': 'NL332'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,05ttdrn83
1223,European Network of Guardianship Institutions,['Other'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.092589, 'lng': 5.136111, 'state': None, 'state_code': None, 'city': 'Utrecht', 'geonames_city': {'id': 2745912, 'city': 'Utrecht', 'geonames_admin1': {'name': 'Utrecht', 'id': 2745909, 'ascii_name': 'Utrecht', 'code': 'NL.09'}, 'geonames_admin2': {'name': 'Gemeente Utrecht', 'id': 2745911, 'ascii_name': 'Gemeente Utrecht', 'code': 'NL.09.0344'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Utrecht', 'code': 'NL31'}, 'nuts_level3': {'name': 'Utrecht', 'code': 'NL310'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,01zsng323
1224,Lorentz Center,['Other'],"{'country_name': 'Netherlands', 'country_code': 'NL'}",[],"[{'lat': 52.168939, 'lng': 4.457936, 'state': None, 'state_code': None, 'city': 'Leiden', 'geonames_city': {'id': 2751773, 'city': 'Leiden', 'geonames_admin1': {'name': 'South Holland', 'id': 2743698, 'ascii_name': 'South Holland', 'code': 'NL.11'}, 'geonames_admin2': {'name': 'Gemeente Leiden', 'id': 2751772, 'ascii_name': 'Gemeente Leiden', 'code': 'NL.11.0546'}, 'license': {'attribution': 'Data from geonames.org under a CC-BY 3.0 license', 'license': 'http://creativecommons.org/licenses/by/3.0/'}, 'nuts_level1': {'name': 'WEST-NEDERLAND', 'code': 'NL3'}, 'nuts_level2': {'name': 'Zuid-Holland', 'code': 'NL33'}, 'nuts_level3': {'name': 'Agglomeratie Leiden en Bollenstreek', 'code': 'NL337'}}, 'postcode': None, 'primary': False, 'line': None, 'country_geonames_id': 2750405}]",,00d503m77
